"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2016","YEAR","","STATE","UTAH","49","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,240",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,250",""
"SURVEY","2016","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","816",""
"SURVEY","2015","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,880",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,060",""
"SURVEY","2015","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,280",""
"SURVEY","2015","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,690",""
"SURVEY","2015","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2015","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,430",""
"SURVEY","2015","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,110",""
"SURVEY","2015","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,510",""
"SURVEY","2015","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,500",""
"SURVEY","2015","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,570",""
"SURVEY","2015","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","808",""
"SURVEY","2015","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,920",""
"SURVEY","2015","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","400",""
"SURVEY","2015","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,510",""
"SURVEY","2015","YEAR","","STATE","OREGON","41","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,970",""
"SURVEY","2015","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,640",""
"SURVEY","2015","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,730",""
"SURVEY","2015","YEAR","","STATE","UTAH","49","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,180",""
"SURVEY","2015","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,230",""
"SURVEY","2015","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","800",""
"SURVEY","2014","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,830",""
"SURVEY","2014","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,680",""
"SURVEY","2014","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,230",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,670",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,950",""
"SURVEY","2014","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,340",""
"SURVEY","2014","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,160",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,410",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,430",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,670",""
"SURVEY","2014","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","799",""
"SURVEY","2014","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,970",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","395",""
"SURVEY","2014","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,450",""
"SURVEY","2014","YEAR","","STATE","OREGON","41","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,910",""
"SURVEY","2014","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,370",""
"SURVEY","2014","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,610",""
"SURVEY","2014","YEAR","","STATE","UTAH","49","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,140",""
"SURVEY","2014","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,210",""
"SURVEY","2014","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","795",""
"SURVEY","2013","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,760",""
"SURVEY","2013","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,400",""
"SURVEY","2013","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","2013","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,660",""
"SURVEY","2013","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,070",""
"SURVEY","2013","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,310",""
"SURVEY","2013","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,840",""
"SURVEY","2013","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,300",""
"SURVEY","2013","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,330",""
"SURVEY","2013","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,450",""
"SURVEY","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","710",""
"SURVEY","2013","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,730",""
"SURVEY","2013","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2013","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","400",""
"SURVEY","2013","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,370",""
"SURVEY","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,830",""
"SURVEY","2013","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,820",""
"SURVEY","2013","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,490",""
"SURVEY","2013","YEAR","","STATE","UTAH","49","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,100",""
"SURVEY","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,170",""
"SURVEY","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,790",""
"SURVEY","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,390",""
"SURVEY","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","960",""
"SURVEY","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,720",""
"SURVEY","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,170",""
"SURVEY","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,210",""
"SURVEY","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,590",""
"SURVEY","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,150",""
"SURVEY","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,090",""
"SURVEY","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,080",""
"SURVEY","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","680",""
"SURVEY","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,270",""
"SURVEY","2012","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","430",""
"SURVEY","2012","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,270",""
"SURVEY","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,770",""
"SURVEY","2012","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,190",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,580",""
"SURVEY","2012","YEAR","","STATE","UTAH","49","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,030",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,130",""
"SURVEY","2012","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2011","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,640",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,480",""
"SURVEY","2011","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","880",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,110",""
"SURVEY","2011","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,420",""
"SURVEY","2011","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,210",""
"SURVEY","2011","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,290",""
"SURVEY","2011","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2011","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,020",""
"SURVEY","2011","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,750",""
"SURVEY","2011","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","630",""
"SURVEY","2011","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,510",""
"SURVEY","2011","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2011","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","410",""
"SURVEY","2011","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,120",""
"SURVEY","2011","YEAR","","STATE","OREGON","41","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,710",""
"SURVEY","2011","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,780",""
"SURVEY","2011","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,560",""
"SURVEY","2011","YEAR","","STATE","UTAH","49","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,030",""
"SURVEY","2011","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,080",""
"SURVEY","2011","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2010","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,630",""
"SURVEY","2010","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,420",""
"SURVEY","2010","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","840",""
"SURVEY","2010","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,040",""
"SURVEY","2010","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,480",""
"SURVEY","2010","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,230",""
"SURVEY","2010","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,060",""
"SURVEY","2010","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,830",""
"SURVEY","2010","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,930",""
"SURVEY","2010","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,560",""
"SURVEY","2010","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","600",""
"SURVEY","2010","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, NON-IRRIGATED - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,030",""
